shortcode,post_date,post_url,display_url,like_and_view_counts_disabled,likes,is_paid_partnership,location,city,exact_city_match,lattitude,longitude,geo_city,geo_state,geo_country,is_video,is_verified,is_private,img_path,img_lables,img_lable_scores
CXyKYz3sb0E,12/22/2021,https://www.instagram.com/p/CXyKYz3sb0E/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269805650_442225370679829_1625252043835897372_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=kmFfOzjqFicAX_UVIcz&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8_JjbItI07J4PTS8HLgIE9488XQ5_kqEQHtHPK_GhHJw&oe=61CA76CF&_nc_sid=83d603,False,108,False,"Venice, Italy","Venice, Italy",True,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXyKYz3sb0E.jpg,cloud sky daytime building window temple public-space city symmetry facade,"[['Cloud', 0.9797443747520447], ['Sky', 0.9689002633094788], ['Daytime', 0.9442331194877625], ['Building', 0.9227644801139832], ['Window', 0.9091489315032959], ['Temple', 0.8854728937149048], ['Public-space', 0.807827353477478], ['City', 0.7825932502746582], ['Symmetry', 0.7748052477836609], ['Facade', 0.7704656720161438]]"
CXy1CKxtSdH,12/22/2021,https://www.instagram.com/p/CXy1CKxtSdH/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/269702244_347792693346681_6016358101191225711_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=qI02fAPHZs0AX-05lNz&tn=ywAaGR4lhm8erpqY&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_DVZmldX7mfp-JY7qaI7Qya5GSj300LT97v5VFtwMwQw&oe=61CE0AAB&_nc_sid=83d603,False,201,False,Eryaman Ankara Türkiye,,False,39.99649,32.62075,Ankara,,TR,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXy1CKxtSdH.jpg,white toy textile creative-arts font fawn art stuffed-toy pattern craft,"[['White', 0.9218714833259583], ['Toy', 0.9033058285713196], ['Textile', 0.8715548515319824], ['Creative-arts', 0.838709831237793], ['Font', 0.8226735591888428], ['Fawn', 0.815579354763031], ['Art', 0.7980053424835205], ['Stuffed-toy', 0.7526088953018188], ['Pattern', 0.7418705224990845], ['Craft', 0.684127926826477]]"
CXwU1CWLHLN,2021-12-22,https://www.instagram.com/p/CXwU1CWLHLN/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269738671_2126167187536426_109836241010708029_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=lqBcKDLGB8IAX_Nz2dM&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8qsXZm8S9jp3jFATDlkPXQTNZueXjUzCqEbbsZfUU_hQ&oe=61D04909&_nc_sid=83d603,False,228,False,"Pisa, Italy","Pisa, Italy",True,43.715925,10.401898,Pisa,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXwU1CWLHLN.jpg,sky blue building azure window morning facade city travel road-surface,"[['Sky', 0.9612416625022888], ['Blue', 0.9481309056282043], ['Building', 0.9198534488677979], ['Azure', 0.893895149230957], ['Window', 0.8803098201751709], ['Morning', 0.7952008843421936], ['Facade', 0.7698727250099182], ['City', 0.7697494626045227], ['Travel', 0.7483733892440796], ['Road-surface', 0.726410448551178]]"
CXwLbqks5Wa,2021-12-21,https://www.instagram.com/p/CXwLbqks5Wa/,https://instagram.fdel27-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269703346_135651862195854_1786094247957240539_n.jpg?_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=106&_nc_ohc=C9PSJPX9bnUAX8GcOAY&tn=5SGrGGbEjo26VFWK&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT80fmlg3Z8YI-KI8kdGVdA9Z_Ye9vjo04UwMDyY1AmmFw&oe=61D0565A&_nc_sid=83d603,False,148,False,"Riomaggiore, Cinque Terre, Italy",Riomaggiore,False,44.099594,9.738275,Riomaggiore,LIGURIA,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXwLbqks5Wa.jpg,water boat boats-and-boating--equipment-and-supplies lake watercraft recreation leisure wood vehicle electric-blue,"[['Water', 0.9792576432228088], ['Boat', 0.9251961708068848], ['Boats-and-boating--Equipment-and-supplies', 0.900114119052887], ['Lake', 0.8660205006599426], ['Watercraft', 0.8287299275398254], ['Recreation', 0.7919185757637024], ['Leisure', 0.7659747004508972], ['Wood', 0.7638643383979797], ['Vehicle', 0.7252715229988098], ['Electric-blue', 0.7061779499053955]]"
CXtKZpQol8v,12/20/2021,https://www.instagram.com/p/CXtKZpQol8v/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269526526_1506799999695913_7223705162333443460_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=glBSP_AmbTYAX9kw0eW&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9adeP-aOdUJbAZPMNcF38Bv_voC6LlAI3hBaycbqCFkg&oe=61C79871&_nc_sid=83d603,False,0,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtKZpQol8v.jpg,sky plant stone-wall landscape grass city brick archaeological-site building facade,"[['Sky', 0.9754219055175781], ['Plant', 0.9368830323219299], ['Stone-wall', 0.7963681221008301], ['Landscape', 0.7885115742683411], ['Grass', 0.7875970005989075], ['City', 0.773718535900116], ['Brick', 0.7731775641441345], ['Archaeological-site', 0.7728501558303833], ['Building', 0.7413821816444397], ['Facade', 0.7150634527206421]]"
CXtKRi4MMfU,12/20/2021,https://www.instagram.com/p/CXtKRi4MMfU/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269675472_283340137146121_7504917507460063531_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=SBqXygj71joAX-s24tb&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_LjJoVUeXagkGK_g-4EfhsnPgoiIUcts8TbuHE_Bt4bw&oe=61C69B44&_nc_sid=83d603,False,2,False,"Benevento, Italy","Benevento, Italy",True,41.129559,14.782464,Benevento,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtKRi4MMfU.jpg,sky plant window building arecales tree public-space terrestrial-plant tints-and-shades house,"[['Sky', 0.9743064641952515], ['Plant', 0.9549347162246704], ['Window', 0.9145544171333313], ['Building', 0.9090876579284668], ['Arecales', 0.8563089370727539], ['Tree', 0.8452794551849365], ['Public-space', 0.806560754776001], ['Terrestrial-plant', 0.7801030278205872], ['Tints-and-shades', 0.7687582969665527], ['House', 0.7564314007759094]]"
CXtKHbjIMG6,12/20/2021,https://www.instagram.com/p/CXtKHbjIMG6/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269768600_1278382862682448_6519592453886865814_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=wJv52sFQPEcAX-A3ewc&tn=0Yxm5w19UIm713Vj&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_gcjgh65RFgENcSI_FB-IQaaOp6Itl-jxBvtJ3ZAoI_Q&oe=61C791DA&_nc_sid=83d603,False,2,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtKHbjIMG6.jpg,nose cheek skin lip eyebrow mouth eyelash lipstick organ flash-photography,"[['Nose', 0.9835830330848694], ['Cheek', 0.9789152145385742], ['Skin', 0.9763200283050537], ['Lip', 0.9706995487213135], ['Eyebrow', 0.9431338310241699], ['Mouth', 0.9312311410903931], ['Eyelash', 0.9300123453140259], ['Lipstick', 0.9116449356079102], ['Organ', 0.9023340940475464], ['Flash-photography', 0.8837196826934814]]"
CXtJvJHKvt4,12/20/2021,https://www.instagram.com/p/CXtJvJHKvt4/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269592834_118062563877820_67710193134309838_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=rKvkDiRgNyoAX9PDVpC&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9Z5f74Bft27j_ejRfTfmNiAuO_WHX6ac_Fw1TbLKO5Lw&oe=61C6B2FE&_nc_sid=83d603,False,47,True,Armani Hotel Dubai,"Dubai, United Arab Emirates",False,25.268352,55.296196,Dubai,,AE,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJvJHKvt4.jpg,smile flower plant flash-photography dress happy flower-arranging natural-foods bouquet beauty,"[['Smile', 0.9750803112983704], ['Flower', 0.9599988460540771], ['Plant', 0.9442598819732666], ['Flash-photography', 0.8508669137954712], ['Dress', 0.8342244029045105], ['Happy', 0.8293009400367737], ['Flower-Arranging', 0.7870942950248718], ['Natural-foods', 0.7599032521247864], ['Bouquet', 0.7593806982040405], ['Beauty', 0.7527812719345093]]"
CXtJbClrXdL,12/20/2021,https://www.instagram.com/p/CXtJbClrXdL/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269621349_122307253601105_4155869644389253678_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=G5maL_6xd9oAX95DKio&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT918uYegFWj4OMUZ4-Z8qyGXxWV6P9X_P3F8wwzgkiIJQ&oe=61C6C9AD&_nc_sid=83d603,False,40,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJbClrXdL.jpg,organism font line advertising brand rectangle photo-caption logo history slope,"[['Organism', 0.8551298379898071], ['Font', 0.8410527110099792], ['Line', 0.8170992732048035], ['Advertising', 0.6806857585906982], ['Brand', 0.6710828542709351], ['Rectangle', 0.659113347530365], ['Photo-caption', 0.6584711670875549], ['Logo', 0.6271442174911499], ['History', 0.5800731182098389], ['Slope', 0.5459927916526794]]"
CXtJZ8KM9rX,12/20/2021,https://www.instagram.com/p/CXtJZ8KM9rX/,https://instagram.fdel27-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269767553_614921559716118_4655967762330633384_n.jpg?_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=106&_nc_ohc=2IXjQsGoH6EAX-7zxUG&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-KUlqSQEuaPZWC9VdtBbC_g_VKo0-zJ6yPTuQUiGZYnA&oe=61C71EF7&_nc_sid=83d603,False,13,False,"Ortisei, Italy","Ortisei, Italy",True,46.590462,11.684557,Ortisei,TRENTINO-ALTO ADIGE/SÜDTIROL,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJZ8KM9rX.jpg,sky light window nature lighting building house christmas-decoration electricity christmas,"[['Sky', 0.9428701400756836], ['Light', 0.9109421372413635], ['Window', 0.9035640358924866], ['Nature', 0.9004352688789368], ['Lighting', 0.8668124079704285], ['Building', 0.8576691150665283], ['House', 0.8512944579124451], ['Christmas-decoration', 0.8506667017936707], ['Electricity', 0.850155234336853], ['Christmas', 0.7873063087463379]]"
CXtJXhSsBAi,12/20/2021,https://www.instagram.com/p/CXtJXhSsBAi/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269761000_1380270079079890_3115164457125705717_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=VFkTd5CEt0MAX9VTr1B&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_lXDxUlyvsnyQsZVi1Zq3d7SEepM9QMvKxQ8l0SyGNqQ&oe=61C793CE&_nc_sid=83d603,False,3,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJXhSsBAi.jpg,sky plant snow natural-environment natural-landscape twig branch wood trunk sunlight,"[['Sky', 0.9581242203712463], ['Plant', 0.9474867582321167], ['Snow', 0.9062743186950684], ['Natural-environment', 0.8895472884178162], ['Natural-landscape', 0.8824794292449951], ['Twig', 0.8816505670547485], ['Branch', 0.875948429107666], ['Wood', 0.869114875793457], ['Trunk', 0.8429561257362366], ['Sunlight', 0.8414515256881714]]"
CXtJKCNqFqD,12/20/2021,https://www.instagram.com/p/CXtJKCNqFqD/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/269761369_114987214362376_3899100855670375522_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=flhUQ2TDeN0AX_T2Hfu&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9BOAmC9WRo2mmHqxAR5-VKO3FP34eU87w38Is3b3f4vA&oe=61C6EDC7&_nc_sid=83d603,False,6,False,Podalla,Fiastra,False,43.036141,13.155455,Fiastra,MARCHE,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJKCNqFqD.jpg,mountain plant water sky plant-community ecoregion leaf natural-landscape highland tree,"[['Mountain', 0.9492831826210022], ['Plant', 0.9419096112251282], ['Water', 0.9392628073692322], ['Sky', 0.935214638710022], ['Plant-community', 0.9349178671836853], ['Ecoregion', 0.922665536403656], ['Leaf', 0.8937826156616211], ['Natural-landscape', 0.8862602710723877], ['Highland', 0.8764414191246033], ['Tree', 0.8146956562995911]]"
CXtJ5aSMkcx,12/20/2021,https://www.instagram.com/p/CXtJ5aSMkcx/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269607927_124888896675977_6584452356405006549_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=zeU27FpNjIQAX8cMGIs&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-UFfwJ_x6OgCusfY9JqjNeBX0s3XT-AhFjsC-EEzH0Ug&oe=61C848E5&_nc_sid=83d603,False,14,False,"Florence, Italy","Florence, Italy",True,43.769871,11.255576,Florence,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtJ5aSMkcx.jpg,sky building window tower cityscape city roof facade horizon metropolis,"[['Sky', 0.9662254452705383], ['Building', 0.9373196959495544], ['Window', 0.8845527172088623], ['Tower', 0.821815013885498], ['Cityscape', 0.7812452912330627], ['City', 0.7741860747337341], ['Roof', 0.7732526063919067], ['Facade', 0.7712307572364807], ['Horizon', 0.7509788274765015], ['Metropolis', 0.7365966439247131]]"
CXtIlrCqA_V,12/20/2021,https://www.instagram.com/p/CXtIlrCqA_V/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269769362_506417573869815_833847752873843871_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=nnxosdxEMzUAX9ZBIrs&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-HxkYGh_NXxNCUPIwrLAphd2hU1CGtRqEPc1J421lBNw&oe=61C7638F&_nc_sid=83d603,False,2,False,"Limone, Lake Garda, Italy",Limone sul Garda,False,45.814119,10.791579,Limone Sul Garda,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtIlrCqA_V.jpg,sky cloud plant flower daytime property building flowerpot mountain lighting,"[['Sky', 0.9752762317657471], ['Cloud', 0.9693008065223694], ['Plant', 0.9496259093284607], ['Flower', 0.9474360346794128], ['Daytime', 0.9453384876251221], ['Property', 0.9440385103225708], ['Building', 0.9222590923309326], ['Flowerpot', 0.9166529774665833], ['Mountain', 0.9122804403305054], ['Lighting', 0.8631061315536499]]"
CXtIYANK3be,12/20/2021,https://www.instagram.com/p/CXtIYANK3be/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269657792_137073955384081_4171716922218190502_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Qxxbgxgl3HIAX_zJiWJ&tn=0Yxm5w19UIm713Vj&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-YGo4VsJKKEDktyZsNz3FgkCAAKcQgP5wLcO5gLLYtBg&oe=61C8288E&_nc_sid=83d603,False,2,False,Limone sul Garda,Limone sul Garda,True,45.814119,10.791579,Limone Sul Garda,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtIYANK3be.jpg,flower plant furniture blue flowerpot purple building outdoor-furniture houseplant public-space,"[['Flower', 0.9524518251419067], ['Plant', 0.9363830089569092], ['Furniture', 0.9295018315315247], ['Blue', 0.9015966653823853], ['Flowerpot', 0.8852231502532959], ['Purple', 0.8769027590751648], ['Building', 0.8605948090553284], ['Outdoor-furniture', 0.8292202949523926], ['Houseplant', 0.8213140964508057], ['Public-space', 0.8109765648841858]]"
CXtIQrgLDzX,12/20/2021,https://www.instagram.com/p/CXtIQrgLDzX/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269340011_942579883337695_3983055549321949768_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=tGxUTz1vccIAX-kBk38&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9HkWqxPVqwK3v2mD37fyR2PVhziDU94pVikq9Cskoy4w&oe=61C7C61E&_nc_sid=83d603,False,6,False,"Verona, Italy","Verona, Italy",True,45.438496,10.992412,Verona,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtIQrgLDzX.jpg,sky cloud building road-surface azure infrastructure shade tree morning city,"[['Sky', 0.9618494510650635], ['Cloud', 0.9552190899848938], ['Building', 0.953911304473877], ['Road-surface', 0.8958151936531067], ['Azure', 0.8937243819236755], ['Infrastructure', 0.8905007839202881], ['Shade', 0.8074953556060791], ['Tree', 0.8040608763694763], ['Morning', 0.7944145202636719], ['City', 0.7917913198471069]]"
CXtILJgKt9Y,12/20/2021,https://www.instagram.com/p/CXtILJgKt9Y/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/269657165_116201050901230_6808054871530856222_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=yiLYCzQ3SBoAX_EzRA-&tn=0Yxm5w19UIm713Vj&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8osFkdXMS3qaNXQntloaQ3nC0lFMFU3-KqYrD9g5VM4w&oe=61C723FF&_nc_sid=83d603,True,-1,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtILJgKt9Y.jpg,food ingredient baked-goods recipe cuisine dish tableware staple-food produce sweetness,"[['Food', 0.9869861006736755], ['Ingredient', 0.912049412727356], ['Baked-goods', 0.8807806968688965], ['Recipe', 0.8674629330635071], ['Cuisine', 0.8536572456359863], ['Dish', 0.8425856232643127], ['Tableware', 0.8226128816604614], ['Staple-food', 0.8195943832397461], ['Produce', 0.7843539118766785], ['Sweetness', 0.7527626752853394]]"
CXtIDHAKtB_,12/20/2021,https://www.instagram.com/p/CXtIDHAKtB_/,https://instagram.fdel27-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269421758_277498831102026_3097285280565522227_n.jpg?_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=106&_nc_ohc=sNcF_a25bYsAX91nEpL&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT98mg00US6BycZZFju7RSWHP8c-3HbgGVpVkPsVFWXR0w&oe=61C753D0&_nc_sid=83d603,False,0,False,Limone Del Garda,Salò,False,45.608587,10.530974,Salò,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtIDHAKtB_.jpg,sky water mountain plant azure street-light body-of-water lake travel leisure,"[['Sky', 0.9759968519210815], ['Water', 0.9490992426872253], ['Mountain', 0.9464872479438782], ['Plant', 0.9181293249130249], ['Azure', 0.8945838809013367], ['Street-light', 0.8647010922431946], ['Body-of-water', 0.8397457599639893], ['Lake', 0.8079103231430054], ['Travel', 0.8065407276153564], ['Leisure', 0.7982575297355652]]"
CXtI6k5sida,12/20/2021,https://www.instagram.com/p/CXtI6k5sida/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269682425_649112136116144_1868255185859461240_n.webp.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=A1sxPG0lEDYAX8smrOb&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9_C88O8JXCTb_uBTSmr6BcbD3vjsDtSlG9vEo5UO9GJQ&oe=61C71C85&_nc_sid=83d603,False,42,False,Arezzo - Piazza Grande,"Arezzo, Italy",False,43.462896,11.878168,Arezzo,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtI6k5sida.jpg,building window purple architecture sky city landmark electricity facade art,"[['Building', 0.9521524906158447], ['Window', 0.9179734587669373], ['Purple', 0.8742552995681763], ['Architecture', 0.8540945053100586], ['Sky', 0.8505457043647766], ['City', 0.7917462587356567], ['Landmark', 0.7879533171653748], ['Electricity', 0.7874981760978699], ['Facade', 0.7870769500732422], ['Art', 0.7159039378166199]]"
CXtHpbLKCo8,12/20/2021,https://www.instagram.com/p/CXtHpbLKCo8/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269400411_448290300025777_7372056042022154190_n.webp.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=eLJd20IiXLsAX_UxZcZ&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-IGPkuoCZ2ggJWUP0kLwHrZMU2nFRKV2Tui0MDsKRkAw&oe=61C81061&_nc_sid=83d603,False,6,False,"Venice, Italy","Venice, Italy",True,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtHpbLKCo8.jpg,building black-and-white street-fashion style road-surface tints-and-shades sidewalk road city monochrome-photography,"[['Building', 0.9017835855484009], ['Black-and-white', 0.8517157435417175], ['Street-fashion', 0.8477330207824707], ['Style', 0.8391949534416199], ['Road-surface', 0.8246358633041382], ['Tints-and-shades', 0.773536741733551], ['Sidewalk', 0.7463030815124512], ['Road', 0.741568386554718], ['City', 0.7346552610397339], ['Monochrome-photography', 0.7321622371673584]]"
CXtHaYoATBB,12/20/2021,https://www.instagram.com/p/CXtHaYoATBB/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/269677634_982741009323969_5233107778800642463_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=auutyiqH9VwAX-7bUDA&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8wZDZX8qn3RHXY0TgwMVvNiQbAOR2hsZQYQ6soawTDRA&oe=61C74FEA&_nc_sid=83d603,False,97,False,"Torino, Italy",,False,45.07092,7.685972,Turin,PIEMONT,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtHaYoATBB.jpg,sky building window electricity street-light road-surface overhead-power-line dusk rolling snow,"[['Sky', 0.9560901522636414], ['Building', 0.9517472982406616], ['Window', 0.9050753712654114], ['Electricity', 0.86268150806427], ['Street-light', 0.862596869468689], ['Road-surface', 0.8518890142440796], ['Overhead-power-line', 0.8356768488883972], ['Dusk', 0.8169139623641968], ['Rolling', 0.8090507984161377], ['Snow', 0.8085741400718689]]"
CXtH1qTIIqx,12/20/2021,https://www.instagram.com/p/CXtH1qTIIqx/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269711798_605367780745797_2329678529191320298_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=mthIymB8WXoAX9BAPqg&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8Vf72j9Rz8hh53sHpOuRkmH7LHxtskv9lZW1tvbFebOQ&oe=61C6F699&_nc_sid=83d603,False,1,False,"Nevegal, Belluno","Nevegal, Belluno",True,49.107732,3.045609,Neufchelles,,FR,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtH1qTIIqx.jpg,sky cloud atmosphere mountain snow nature slope sunlight atmospheric-phenomenon freezing,"[['Sky', 0.9600135087966919], ['Cloud', 0.9572649598121643], ['Atmosphere', 0.9481807947158813], ['Mountain', 0.9331249594688416], ['Snow', 0.9097768068313599], ['Nature', 0.8995022177696228], ['Slope', 0.8794103264808655], ['Sunlight', 0.854964017868042], ['Atmospheric-phenomenon', 0.8477203249931335], ['Freezing', 0.8430296182632446]]"
CXtGz4VqAft,12/20/2021,https://www.instagram.com/p/CXtGz4VqAft/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269683043_980282196031732_7406682059741205195_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=SyuZCRPNZTUAX9tPCCL&tn=0Yxm5w19UIm713Vj&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8mbq2R5qXi_S84RSfnKEgKmu1UHCy9oZB2Tf-v7N8aIQ&oe=61C792CD&_nc_sid=83d603,False,1,False,Lombardy,,False,45.6209,9.768893,,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtGz4VqAft.jpg,wood automotive-tire automotive-wheel-system art gas artifact pottery mass-production composite-material building-material,"[['Wood', 0.8471779823303223], ['Automotive-tire', 0.806341290473938], ['Automotive-wheel-system', 0.8009631633758545], ['Art', 0.7840760350227356], ['Gas', 0.7328967452049255], ['Artifact', 0.7067940831184387], ['Pottery', 0.685393750667572], ['Mass-production', 0.673875629901886], ['Composite-material', 0.5766766667366028], ['Building-material', 0.5697223544120789]]"
CXtGelqqrQF,12/20/2021,https://www.instagram.com/p/CXtGelqqrQF/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269680968_218701010441777_8963655933071662038_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=qfYcvG-afJIAX-Thri-&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_V6c2Dq5ZuesHq1qYoSZF3rkpWWNP2e_T4u6bEfs1u-g&oe=61C6F28A&_nc_sid=83d603,False,1,False,Lovere,Lovere,True,45.816882,10.075214,Lovere,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italygram\Images\CXtGelqqrQF.jpg,food tableware table stemware sky drinkware window wine wine-glass apéritif,"[['Food', 0.9746112823486328], ['Tableware', 0.968952476978302], ['Table', 0.9670726656913757], ['Stemware', 0.9474704265594482], ['Sky', 0.9460937976837158], ['Drinkware', 0.9336560964584351], ['Window', 0.9182014465332031], ['Wine', 0.9118534922599792], ['Wine-glass', 0.9009647965431213], ['Apéritif', 0.887772262096405]]"
