shortcode,post_date,post_url,display_url,like_and_view_counts_disabled,likes,is_paid_partnership,location,city,exact_city_match,lattitude,longitude,geo_city,geo_state,geo_country,is_video,is_verified,is_private,img_path,img_lables,img_lable_scores,sunset,places,art,beach,snow,mountain,shopping,food,history,fun,transport,water,chirstmas,happy,extra15
CX06cvbovb7,2021-12-23,https://www.instagram.com/p/CX06cvbovb7/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269927378_474266740977985_3908260271710632056_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=IDDJieWH-SwAX-7asHd&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_bKcOeTNu-DMPm6cbczin05JEQGco016Z1iMBPJVCclw&oe=61CC26A6&_nc_sid=83d603,False,2,False,Ainschel_ruperti_bbq,Palling,False,48.000387,12.638926,Palling,FREE STATE OF BAVARIA,DE,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06cvbovb7.jpg,food pizza recipe ingredient pepperoni fast-food cheese california-style-pizza staple-food pizza-cheese,"[['Food', 0.973338782787323], ['Pizza', 0.9494879841804504], ['Recipe', 0.8673394918441772], ['Ingredient', 0.8619462847709656], ['Pepperoni', 0.8609461188316345], ['Fast-food', 0.850736677646637], ['Cheese', 0.8396146893501282], ['California-style-pizza', 0.8319317102432251], ['Staple-food', 0.8238441944122314], ['Pizza-cheese', 0.8143541216850281]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06cPlIVDQ,2021-12-23,https://www.instagram.com/p/CX06cPlIVDQ/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269772066_337265531594085_3935742820017845427_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=RRD6P5EWJXcAX-5ayw8&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8H2BcMt0YUc6ejqhJV0U0ZtCRVzC0ugdgABsneWGhagg&oe=61CB91F6&_nc_sid=83d603,False,0,False,Pizza Cosy,"Montpellier, France",False,43.611242,3.876734,Montpellier,,FR,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06cPlIVDQ.jpg,food pizza tableware recipe ingredient wine-glass bottle california-style-pizza plate wine,"[['Food', 0.9856476783752441], ['Pizza', 0.9584413766860962], ['Tableware', 0.9496898055076599], ['Recipe', 0.8755702376365662], ['Ingredient', 0.8752439022064209], ['Wine-glass', 0.8664758801460266], ['Bottle', 0.855972945690155], ['California-style-pizza', 0.8516404032707214], ['Plate', 0.8512305617332458], ['Wine', 0.8468684554100037]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06cMzht32,2021-12-23,https://www.instagram.com/p/CX06cMzht32/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269762578_655957119112974_250602519183099787_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=goV5pR4miLYAX9P1dCz&tn=Ll1VWMm3mW5TdRki&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8ZHWpXaJkWO1_qcLvQAno0QFshA4WGa2HJUKX4UrDk8A&oe=61CAD350&_nc_sid=83d603,False,5,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06cMzht32.jpg,food tableware stringozzi al-dente ingredient rice-noodles staple-food recipe noodle cuisine,"[['Food', 0.9851741194725037], ['Tableware', 0.9713061451911926], ['Stringozzi', 0.9432319402694702], ['Al-dente', 0.9227316379547119], ['Ingredient', 0.9185798764228821], ['Rice-noodles', 0.8833374381065369], ['Staple-food', 0.8832660913467407], ['Recipe', 0.8820042610168457], ['Noodle', 0.8801511526107788], ['Cuisine', 0.8631345629692078]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06c45Kz0X,2021-12-23,https://www.instagram.com/p/CX06c45Kz0X/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/269892482_281644437318485_378821142053754324_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=rcoyZLfL_5QAX8NzH_Q&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-kklPuVb0-07Hofuy99TW2BY5zx8LymoW43-g1ogFvmw&oe=61CB5F00&_nc_sid=83d603,False,2,False,Geg Gastronomia Catering,"Ponzano, Veneto, Italy",False,45.710824,12.22375,Ponzano Veneto,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06c45Kz0X.jpg,food ingredient seafood recipe cuisine fish dish staple-food cooking grilling,"[['Food', 0.9858441352844238], ['Ingredient', 0.897951066493988], ['Seafood', 0.8812876343727112], ['Recipe', 0.8796002864837646], ['Cuisine', 0.8529049754142761], ['Fish', 0.8343783020973206], ['Dish', 0.8271054625511169], ['Staple-food', 0.7896703481674194], ['Cooking', 0.785222589969635], ['Grilling', 0.7646903991699219]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06arXjo0V,2021-12-23,https://www.instagram.com/p/CX06arXjo0V/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269796286_642313387215299_3475987345068832207_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=65JHOBWvn2EAX_T08gy&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9er4S5XE_nizInU1NpFId7ANAzRoatYYpehzc2v3y8Bw&oe=61CC00B6&_nc_sid=83d603,False,0,False,Hegnauer Markt,"Volketswil, Switzerland",False,47.389314,8.690813,Volketswil,ZURICH,CH,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06arXjo0V.jpg,plant terrestrial-plant leaf-vegetable flowering-plant vegetable annual-plant local-food grass houseplant herb,"[['Plant', 0.9463683366775513], ['Terrestrial-plant', 0.8579331636428833], ['Leaf-vegetable', 0.8311306834220886], ['Flowering-plant', 0.7620216608047485], ['Vegetable', 0.7441851496696472], ['Annual-plant', 0.7241133451461792], ['Local-food', 0.7229856252670288], ['Grass', 0.7134422659873962], ['Houseplant', 0.678864061832428], ['Herb', 0.624515175819397]]",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
CX06a5VoLah,2021-12-23,https://www.instagram.com/p/CX06a5VoLah/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269751945_635370657607644_1379307997452369176_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=_2Na1apBWOgAX_aM3mL&tn=Ll1VWMm3mW5TdRki&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-vxmwEWFvFU8uoB_GdahjiTUPHvOGXn0emNukZ90TAKg&oe=61CA9D93&_nc_sid=83d603,False,6,False,Zizzi,"Kingston, Kingston Upon Thames, United Kingdom",False,51.40612,-0.28108,Kingston upon Thames,ENG,GB,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06a5VoLah.jpg,food pizza ingredient recipe fast-food leaf-vegetable fines-herbes pizza-cheese california-style-pizza cuisine,"[['Food', 0.978774905204773], ['Pizza', 0.9618983864784241], ['Ingredient', 0.8941065669059753], ['Recipe', 0.8785033822059631], ['Fast-food', 0.8604692816734314], ['Leaf-vegetable', 0.8549209237098694], ['Fines-herbes', 0.8537241220474243], ['Pizza-cheese', 0.8526885509490967], ['California-style-pizza', 0.8402485847473145], ['Cuisine', 0.8353479504585266]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06ZOQtZzy,2021-12-23,https://www.instagram.com/p/CX06ZOQtZzy/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269949340_199390595740163_6631173957824353737_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=iMbNh-kU_w0AX82b7Ox&tn=Ll1VWMm3mW5TdRki&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT84spyNxwv02Rr2sUbNwLBZQjeWiTUrTFtW-pVqO3jikA&oe=61CB8583&_nc_sid=83d603,False,7,False,"Madrid, Spain","Madrid, Spain",True,40.416705,-3.703583,Madrid,MADRID,ES,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06ZOQtZzy.jpg,food ingredient recipe seafood cuisine leaf-vegetable dish staple-food pasta al-dente,"[['Food', 0.9833483695983887], ['Ingredient', 0.8891688585281372], ['Recipe', 0.8789583444595337], ['Seafood', 0.8447469472885132], ['Cuisine', 0.8403066396713257], ['Leaf-vegetable', 0.826244056224823], ['Dish', 0.7978732585906982], ['Staple-food', 0.7963514924049377], ['Pasta', 0.7923154830932617], ['Al-dente', 0.782085657119751]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06Wdgsglo,2021-12-23,https://www.instagram.com/p/CX06Wdgsglo/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269821836_462294765456720_4712696673769428606_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=tyig4rKYEiQAX-FOswe&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8Oh_cn2HtG57tu7PDv6SZ5nimVCJmsZrksSdfPfv7l6A&oe=61CA8D43&_nc_sid=83d603,False,5,False,Dott.ssa Daniela Caldaroni_Biologa Nutrizionista,,False,39.390897,-99.066067,,,US,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06Wdgsglo.jpg,food ingredient recipe tableware cuisine baked-goods plate dish produce dessert,"[['Food', 0.9773858189582825], ['Ingredient', 0.8802527189254761], ['Recipe', 0.8743260502815247], ['Tableware', 0.862370491027832], ['Cuisine', 0.8328166007995605], ['Baked-goods', 0.8201398253440857], ['Plate', 0.8032097220420837], ['Dish', 0.7965999245643616], ['Produce', 0.7665297985076904], ['Dessert', 0.7148928046226501]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06W9rsifQ,2021-12-23,https://www.instagram.com/p/CX06W9rsifQ/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269896676_4780200488690584_8293072137708954860_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dEzMwPvoOKcAX-T6ZQu&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8dqJ97_OSPy0Asr8axM_sopYezbVHiqXCRmDiVIwY3aw&oe=61CAAF15&_nc_sid=83d603,False,4,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06W9rsifQ.jpg,food recipe ingredient staple-food baked-goods dish cuisine produce gluten dessert,"[['Food', 0.9791653156280518], ['Recipe', 0.8782228827476501], ['Ingredient', 0.8760079741477966], ['Staple-food', 0.864599347114563], ['Baked-goods', 0.8193621635437012], ['Dish', 0.8030014038085938], ['Cuisine', 0.786381185054779], ['Produce', 0.7644846439361572], ['Gluten', 0.7605167031288147], ['Dessert', 0.7242451906204224]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06SDgrW-g,2021-12-23,https://www.instagram.com/p/CX06SDgrW-g/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269803411_4846357112053530_5443632996870760260_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=H5a01Jgo9MgAX_QnbL3&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_4rNwb9hgdpefLbnj_1dCwTphfgR4Tm-CBquAtmfjcFw&oe=61CAB21C&_nc_sid=83d603,False,5,False,La Nonna Bella,"Garden City, New York",False,40.728121,-73.63508,Garden City,NY,US,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06SDgrW-g.jpg,food tableware olallieberry ingredient fruit recipe plant dishware natural-foods baked-goods,"[['Food', 0.9836952686309814], ['Tableware', 0.9192327857017517], ['Olallieberry', 0.8873867392539978], ['Ingredient', 0.8863953351974487], ['Fruit', 0.8766734004020691], ['Recipe', 0.8764256238937378], ['Plant', 0.8631191849708557], ['Dishware', 0.8491805791854858], ['Natural-foods', 0.8248978853225708], ['Baked-goods', 0.8205909132957458]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CX06IbZM49t,2021-12-23,https://www.instagram.com/p/CX06IbZM49t/,https://instagram.fdel1-4.fna.fbcdn.net/v/t51.2885-15/e35/269764351_662929718418914_3595145081489647539_n.jpg?_nc_ht=instagram.fdel1-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Ci3MJJV2EM0AX9UDLzW&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-er0SVw63NlmkasNsvUMDah-DMsKamLHiPD3NtbUL9bw&oe=61CA7464&_nc_sid=83d603,False,0,False,T’ama Bar & Rosticceria,San Cipriano Picentino,False,40.720003,14.870013,San Cipriano Picentino,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX06IbZM49t.jpg,ingredient recipe cuisine dish font art superfood christmas-decoration natural-foods event,"[['Ingredient', 0.900246262550354], ['Recipe', 0.881557285785675], ['Cuisine', 0.8613160848617554], ['Dish', 0.8500567674636841], ['Font', 0.8206820487976074], ['Art', 0.7991610169410706], ['Superfood', 0.7524824142456055], ['Christmas-decoration', 0.7328482866287231], ['Natural-foods', 0.7234144806861877], ['Event', 0.7160229682922363]]",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
CX06H7WBMDZ,2021-12-23,https://www.instagram.com/p/CX06H7WBMDZ/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/269748567_701684600825708_1889097708574621592_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=L-toS1ysW8wAX_kkF-I&tn=DZySfnpzcaUrhXAh&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-i8BMlP565qNbuunevQ7itIKmGfR8clQYxeSwYHP6TTQ&oe=61CA9604&_nc_sid=83d603,False,498,False,"Puglia, Italy",,False,40.984266,16.621036,,APULIA,IT,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CX06H7WBMDZ.jpg,water cloud building blue sky azure plant tree swimming-pool natural-landscape,"[['Water', 0.9771085381507874], ['Cloud', 0.9756518602371216], ['Building', 0.9367381930351257], ['Blue', 0.9365820288658142], ['Sky', 0.9363784193992615], ['Azure', 0.898369312286377], ['Plant', 0.871465802192688], ['Tree', 0.8704974055290222], ['Swimming-pool', 0.863849937915802], ['Natural-landscape', 0.8507329821586609]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CX05w4AoApE,2021-12-23,https://www.instagram.com/p/CX05w4AoApE/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269837776_418119493429964_926527464031787853_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XvaWPtDUVtwAX_0YSY-&tn=Ll1VWMm3mW5TdRki&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9Ney5NlCq0T-kPz0wobkV5laCAx7sHjP8l8AGoJKc3Jw&oe=61CC50BA&_nc_sid=83d603,False,87,False,Papermoon,"Istanbul, Turkey",False,41.017058,28.985568,Istanbul,İSTANBUL,TR,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CX05w4AoApE.jpg,photograph fashion lighting dress picture-frame one-piece-garment flooring building fashion-design waist,"[['Photograph', 0.9414617419242859], ['Fashion', 0.8806421160697937], ['Lighting', 0.8671054840087891], ['Dress', 0.8661234378814697], ['Picture-frame', 0.8462574481964111], ['One-piece-garment', 0.8419483304023743], ['Flooring', 0.8250388503074646], ['Building', 0.8134555816650391], ['Fashion-design', 0.7911352515220642], ['Waist', 0.7831396460533142]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CX05muKMzjd,2021-12-23,https://www.instagram.com/p/CX05muKMzjd/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/269797878_660043918338428_3108501740112322472_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=8SInTFW2UdkAX8lFCJu&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9m_OBQZ4brt7WXG0-d2_dLdJWbBH3HBo--Uy5Bep5wpA&oe=61CB07F9&_nc_sid=83d603,False,20,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CX05muKMzjd.jpg,christmas-tree shoulder one-piece-garment leg waist standing dress street-fashion day-dress thigh,"[['Christmas-tree', 0.9738900065422058], ['Shoulder', 0.9393176436424255], ['One-piece-garment', 0.9362868070602417], ['Leg', 0.917174756526947], ['Waist', 0.8662744164466858], ['Standing', 0.8642165660858154], ['Dress', 0.8531247973442078], ['Street-fashion', 0.8306344747543335], ['Day-dress', 0.8274062871932983], ['Thigh', 0.8243160247802734]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CX05m_cMcy7,2021-12-23,https://www.instagram.com/p/CX05m_cMcy7/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269780633_326918345740807_2387508039007029261_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=107&_nc_ohc=UVyRP0FPdZgAX8Xiuuo&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_2nUrA29ld75BvP4EQxFPQF91sorZAjI6Ta2axyZkR6g&oe=61CAC531&_nc_sid=83d603,False,8,False,Palazzo della Carovana,"Pisa, Italy",False,43.715925,10.401898,Pisa,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CX05m_cMcy7.jpg,rectangle font book publication material-property tints-and-shades paper paper-product brand document,"[['Rectangle', 0.8750168681144714], ['Font', 0.8413143157958984], ['Book', 0.840837836265564], ['Publication', 0.8268593549728394], ['Material-property', 0.8002112507820129], ['Tints-and-shades', 0.7732293605804443], ['Paper', 0.6809707283973694], ['Paper-product', 0.653465986251831], ['Brand', 0.5709031820297241], ['Document', 0.5614668726921082]]",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CX05K-6gFZJ,2021-12-23,https://www.instagram.com/p/CX05K-6gFZJ/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/269735437_964637991070436_8171944590053830753_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=w0iOQe0KSz8AX9K0qgw&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-yNB6oqfhdPQC5ekjCJNGQlQzZQ9RPio7590YnapKMwg&oe=61CAFCE0&_nc_sid=83d603,False,14,False,"Catania, Italy","Catania, Italy",True,37.502608,15.087111,Catania,SICILY,IT,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CX05K-6gFZJ.jpg,white selling hat black human black-and-white style public-space market city,"[['White', 0.9218761920928955], ['Selling', 0.9139834642410278], ['Hat', 0.9045755863189697], ['Black', 0.8974220156669617], ['Human', 0.8929954171180725], ['Black-and-white', 0.8609533309936523], ['Style', 0.840122401714325], ['Public-space', 0.8187508583068848], ['Market', 0.8157179355621338], ['City', 0.7971019744873047]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CX053fPIbEX,2021-12-23,https://www.instagram.com/p/CX053fPIbEX/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269758361_464494871698902_3141996791847986806_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=OtUZ7obQGEcAX_QHwA-&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-i6PZBdbAYRGbfqinUzauqmNOM3kqJDbL_MuoKKTaZhQ&oe=61C68AE5&_nc_sid=83d603,False,4,False,,,,,,,,,True,False,False,C:\Docs\kitts\data\dump\italia\Images\CX053fPIbEX.jpg,circle font space pattern electric-blue midnight wood darkness display-device logo,"[['Circle', 0.717282772064209], ['Font', 0.7154414653778076], ['Space', 0.714108407497406], ['Pattern', 0.6984397172927856], ['Electric-blue', 0.6980357766151428], ['Midnight', 0.6962849497795105], ['Wood', 0.6915289163589478], ['Darkness', 0.6608801484107971], ['Display-device', 0.6577840447425842], ['Logo', 0.6233130097389221]]",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CX04yDkoE6j,2021-12-23,https://www.instagram.com/p/CX04yDkoE6j/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269833624_659089305109198_3135613932068587750_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=GMrSH-qQyXwAX8aFT4Y&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_Af3tajBK0oiG8vZdY3FJR_U-KmRYg6qUk_u0xLgDKgA&oe=61CC2B18&_nc_sid=83d603,False,16,False,National Gallery,"London, United Kingdom",False,51.507276,-0.12766,London,,GB,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CX04yDkoE6j.jpg,vertebrate carnivore organism painting plant dog art lion big-cats masai-lion,"[['Vertebrate', 0.924492359161377], ['Carnivore', 0.8645883798599243], ['Organism', 0.8583065271377563], ['Painting', 0.84138023853302], ['Plant', 0.8268519043922424], ['Dog', 0.8259718418121338], ['Art', 0.8239561915397644], ['Lion', 0.791671633720398], ['Big-cats', 0.783451497554779], ['Masai-lion', 0.780756950378418]]",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
CX04rrPLaUa,2021-12-23,https://www.instagram.com/p/CX04rrPLaUa/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269828838_1088494865258248_4386354220091970600_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ws-qtZa3PYQAX_9kSvO&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_Y_zERklR5bR3mMf1GOiHX4Mga7BswSPocxqJviltUeQ&oe=61CAC700&_nc_sid=83d603,False,6,False,"Amalfi, Italy","Amalfi, Italy",True,40.63367,14.60261,Amalfi,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CX04rrPLaUa.jpg,building window plant white azure architecture neighbourhood public-space facade travel,"[['Building', 0.9525429606437683], ['Window', 0.9383174180984497], ['Plant', 0.9277390241622925], ['White', 0.9218657612800598], ['Azure', 0.8974841237068176], ['Architecture', 0.8530238270759583], ['Neighbourhood', 0.8468421697616577], ['Public-space', 0.8096374273300171], ['Facade', 0.8004078269004822], ['Travel', 0.791269063949585]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CX03iUOqQho,2021-12-23,https://www.instagram.com/p/CX03iUOqQho/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/269742154_2160752164073735_2928367072501706437_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=IaduGSsuBGwAX_qYzmk&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8X9cOW0PdB8y3kdsP5_2sJAqWVpEtMnyotb4OWufcYmA&oe=61CAF3F9&_nc_sid=83d603,False,76,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CX03iUOqQho.jpg,helmet vertebrate mammal wood sculpture headgear art armour personal-protective-equipment artifact,"[['Helmet', 0.9302955865859985], ['Vertebrate', 0.9228307008743286], ['Mammal', 0.8603732585906982], ['Wood', 0.8416604399681091], ['Sculpture', 0.8381795287132263], ['Headgear', 0.820694625377655], ['Art', 0.816618025302887], ['Armour', 0.8136910200119019], ['Personal-protective-equipment', 0.7922280430793762], ['Artifact', 0.7775226831436157]]",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CX03ckTIznI,2021-12-23,https://www.instagram.com/p/CX03ckTIznI/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269776722_149829884064877_97417054611293021_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Zy-IC6SdnBoAX9CB7lA&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_VU4saktsIxHrnxZTiq2hViagoOp_2xRYK1YhaMCpy-w&oe=61CBEAF2&_nc_sid=83d603,False,7,False,Pompeii - Parco Archeologico,Pompei,False,40.749127,14.500642,Pompei,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CX03ckTIznI.jpg,cloud sky plant tree land-lot grass landscape rural-area grassland plain,"[['Cloud', 0.9727415442466736], ['Sky', 0.9703182578086853], ['Plant', 0.9596357941627502], ['Tree', 0.8662444949150085], ['Land-lot', 0.8451381325721741], ['Grass', 0.8289373517036438], ['Landscape', 0.8023084998130798], ['Rural-area', 0.7955265641212463], ['Grassland', 0.7767654061317444], ['Plain', 0.77582186460495]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CX02FIVAom1,2021-12-23,https://www.instagram.com/p/CX02FIVAom1/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269843894_420751266462442_8795103486374570999_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DuOCYOzN6fMAX-Uhxi6&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-jQPf_Ihs0DbJpKay5guUfF1WfiYhh7luUGxRVBEIZjA&oe=61CC0D51&_nc_sid=83d603,False,33,False,Рублёвское шоссе,"Moscow, Russia",False,55.751634,37.618704,Moscow,,RU,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CX02FIVAom1.jpg,hairstyle beard glove helmet headgear cool facial-hair personal-protective-equipment entertainment eyewear,"[['Hairstyle', 0.9509009718894958], ['Beard', 0.8787904381752014], ['Glove', 0.8705005645751953], ['Helmet', 0.8445903062820435], ['Headgear', 0.8303217887878418], ['Cool', 0.819602370262146], ['Facial-hair', 0.775132417678833], ['Personal-protective-equipment', 0.7676975131034851], ['Entertainment', 0.7638802528381348], ['Eyewear', 0.7609376907348633]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CX02EqNMsry,2021-12-23,https://www.instagram.com/p/CX02EqNMsry/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269822744_390942999487836_5393011532917328085_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=AKpTshz5MqoAX-9aheK&tn=TIfeuK1GAspCenjT&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_U05xiYmbs7WIQPd-p8JD2xTyB_rF_ezmZ50Jj80LiKw&oe=61CBAC40&_nc_sid=83d603,False,109,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italyvacation\Images\CX02EqNMsry.jpg,water water-resources sky light azure natural-landscape nature coastal-and-oceanic-landforms body-of-water tree,"[['Water', 0.9791368246078491], ['Water-resources', 0.9549268484115601], ['Sky', 0.9227811098098755], ['Light', 0.9123889207839966], ['Azure', 0.902164101600647], ['Natural-landscape', 0.9010102152824402], ['Nature', 0.8993352651596069], ['Coastal-and-oceanic-landforms', 0.8574954271316528], ['Body-of-water', 0.8479934930801392], ['Tree', 0.82111656665802]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
