shortcode,post_date,post_url,display_url,like_and_view_counts_disabled,likes,is_paid_partnership,location,city,exact_city_match,lattitude,longitude,geo_city,geo_state,geo_country,is_video,is_verified,is_private,img_path,img_lables,img_lable_scores,sunset,places,art,beach,snow,mountain,shopping,food,history,fun,transport,water,chirstmas,happy,extra15
CXzsHvvMbQC,2021-12-23,https://www.instagram.com/p/CXzsHvvMbQC/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/269709121_3117456001873540_7453299926036646691_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=quPo0p_c2_oAX-gzOT6&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-a1gn9waaLUwNy4mB1qcPkLTDqMIlI0dJ6lofujnt6aA&oe=61CBFEBA&_nc_sid=83d603,False,16,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italytour\Images\CXzsHvvMbQC.jpg,water daytime building window white blue sky body-of-water watercraft watercourse,"[['Water', 0.9750860333442688], ['Daytime', 0.9473175406455994], ['Building', 0.9379609227180481], ['Window', 0.9237245917320251], ['White', 0.9218634963035583], ['Blue', 0.9148672819137573], ['Sky', 0.9007623791694641], ['Body-of-water', 0.8814377784729004], ['Watercraft', 0.8304232954978943], ['Watercourse', 0.8240951895713806]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXzrr5ItGn7,2021-12-23,https://www.instagram.com/p/CXzrr5ItGn7/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269719994_613188743330772_7208167969594861637_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=JbvdYEiW-T4AX8Zzqxl&tn=7o0VEXMpxyma9p3a&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8S4nioTQ1pzjzk9c8KDruzg3sAqS-HsEwrakB52E55eQ&oe=61CBF30F&_nc_sid=83d603,False,132,False,The Spanish Steps,"Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXzrr5ItGn7.jpg,daytime plant window building sky lighting sunlight neighbourhood street-fashion morning,"[['Daytime', 0.9460573792457581], ['Plant', 0.942605197429657], ['Window', 0.9306855797767639], ['Building', 0.9138634204864502], ['Sky', 0.8744382858276367], ['Lighting', 0.8636471629142761], ['Sunlight', 0.85108482837677], ['Neighbourhood', 0.8326550722122192], ['Street-fashion', 0.8226807117462158], ['Morning', 0.8020874261856079]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzh_mxAQzc,2021-12-23,https://www.instagram.com/p/CXzh_mxAQzc/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/269896442_988979015064454_8596571525219324744_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=SmXokORSGK0AX8zWqfK&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8gTulMDjXQ4C1Jv4CWHCDsNsMElXuZLk0j-Yalwnl4vw&oe=61C64DA7&_nc_sid=83d603,False,1,False,San Siro,"Milan, Italy",False,45.466797,9.190498,Milan,LOMBARDY,IT,True,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzh_mxAQzc.jpg,soccer atmosphere plant ball-game player grass sports team-sport stadium tournament,"[['Soccer', 0.9497799277305603], ['Atmosphere', 0.9481807947158813], ['Plant', 0.8804641962051392], ['Ball-game', 0.8425952792167664], ['Player', 0.8373245000839233], ['Grass', 0.8292153477668762], ['Sports', 0.7983813881874084], ['Team-sport', 0.7691793441772461], ['Stadium', 0.7627663612365723], ['Tournament', 0.757773220539093]]",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CXzfDysKsQ3,2021-12-23,https://www.instagram.com/p/CXzfDysKsQ3/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/269840020_135813962168067_8232164340659535945_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=GXobDKBdURsAX85pw22&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9YhbT7VkdjDVMBvQ2JXTTscN6vD8T-4VUHDw61Bmlb4g&oe=61CAB0AC&_nc_sid=83d603,False,860,False,"Positano, Amalfi Coast, Italy",Maiori,False,40.648908,14.640141,Maiori,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzfDysKsQ3.jpg,cloud water sky building dusk afterglow orange sunlight sunset body-of-water,"[['Cloud', 0.9684956073760986], ['Water', 0.9671268463134766], ['Sky', 0.9653161764144897], ['Building', 0.926644504070282], ['Dusk', 0.8756867051124573], ['Afterglow', 0.858263373374939], ['Orange', 0.8582363724708557], ['Sunlight', 0.8495205640792847], ['Sunset', 0.8417606949806213], ['Body-of-water', 0.8326291441917419]]",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXzcrOiINLp,2021-12-23,https://www.instagram.com/p/CXzcrOiINLp/,https://instagram.fdel27-4.fna.fbcdn.net/v/t51.2885-15/e35/269809584_336845604634884_6785732212602322390_n.jpg?_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=FdFxrNcMPyQAX_9pODg&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8oGgMNqCZR9Ij_RUMRnSaRZVXjrp34lRkYS8d_FGIe3Q&oe=61CB5FBA&_nc_sid=83d603,False,29,False,Bosa-Alghero,"Bosa, Italy",False,40.297006,8.498612,Bosa,SARDINIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzcrOiINLp.jpg,sky water building azure temple travel happy watercraft leisure city,"[['Sky', 0.9709327220916748], ['Water', 0.9529242515563965], ['Building', 0.9349679946899414], ['Azure', 0.894934892654419], ['Temple', 0.8684921264648438], ['Travel', 0.8569464683532715], ['Happy', 0.8316022157669067], ['Watercraft', 0.8289599418640137], ['Leisure', 0.8146100044250488], ['City', 0.7897014617919922]]",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
CXzcMwMs1Y8,2021-12-23,https://www.instagram.com/p/CXzcMwMs1Y8/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269872504_498606585007009_6387888313458870969_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=66QNC4U-qXYAX_70GpN&tn=xkF2QiuJADhw830b&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8Sd1fFkO5H-Cc8_tlDZFNtqNBI_YAhEZWENtF2cdZAKw&oe=61CBEAB0&_nc_sid=83d603,False,92,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzcMwMs1Y8.jpg,flower plant purple blue green botany leaf petal terrestrial-plant vegetation,"[['Flower', 0.9791032671928406], ['Plant', 0.9626020193099976], ['Purple', 0.9067360758781433], ['Blue', 0.9034881591796875], ['Green', 0.9017817378044128], ['Botany', 0.898853600025177], ['Leaf', 0.8922618627548218], ['Petal', 0.8851441740989685], ['Terrestrial-plant', 0.8590909838676453], ['Vegetation', 0.8546847105026245]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXz_i_JtqbI,2021-12-23,https://www.instagram.com/p/CXz_i_JtqbI/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269822749_218588027123385_9046004100575469138_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=SBf-T8umQuUAX949y6d&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT--ynuUBGJqA9ScHDXUT7J8-HsQyyvhaz1E6Cb9k1-2Sw&oe=61CB2C6C&_nc_sid=83d603,True,-1,False,"Manarola, Cinque Terre, Italia",,False,44.15624,12.21806,Cesena,Emilia Romagna,IT,False,False,False,C:\Docs\kitts\data\dump\italytour\Images\CXz_i_JtqbI.jpg,world building blue dusk house horizon landscape cityscape city sky,"[['World', 0.9162274599075317], ['Building', 0.9157527685165405], ['Blue', 0.8954954147338867], ['Dusk', 0.8584522604942322], ['House', 0.8357932567596436], ['Horizon', 0.8147480487823486], ['Landscape', 0.799439549446106], ['Cityscape', 0.7898715138435364], ['City', 0.7833459973335266], ['Sky', 0.7824262976646423]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzXK36KCKD,2021-12-23,https://www.instagram.com/p/CXzXK36KCKD/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/268745298_441666530893353_9103465951481381116_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=YuHgtj2HzTsAX-T_Xwf&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT91jpICYH_7HugIMWL14si293VKfr8PLXyi9ZtuwVMaAA&oe=61CBE922&_nc_sid=83d603,False,31,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzXK36KCKD.jpg,smile photograph light plant window lighting public-space happy street-light travel,"[['Smile', 0.9532369375228882], ['Photograph', 0.9421594142913818], ['Light', 0.9119213223457336], ['Plant', 0.8960297107696533], ['Window', 0.8818557262420654], ['Lighting', 0.8810405135154724], ['Public-space', 0.824319064617157], ['Happy', 0.8192722797393799], ['Street-light', 0.8096445798873901], ['Travel', 0.8084394335746765]]",False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
CXzTtXjgiTe,2021-12-23,https://www.instagram.com/p/CXzTtXjgiTe/,https://instagram.fdel27-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269880537_3167202866870342_3976314387819926861_n.webp.jpg?_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=ABd0tJlKl7cAX-e176A&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_qo95D-4zbJKw_eUmmWeNYZCAPamxFOc7QvqDwlW8pwQ&oe=61CC2250&_nc_sid=83d603,False,17,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzTtXjgiTe.jpg,snow sky building world light infrastructure lighting cloud street-light architecture,"[['Snow', 0.9535953998565674], ['Sky', 0.9509210586547852], ['Building', 0.9395472407341003], ['World', 0.9265000820159912], ['Light', 0.9125616550445557], ['Infrastructure', 0.8870849609375], ['Lighting', 0.8863862156867981], ['Cloud', 0.8860852122306824], ['Street-light', 0.884657621383667], ['Architecture', 0.852466881275177]]",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
CXzS_EejhJN,2021-12-23,https://www.instagram.com/p/CXzS_EejhJN/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/269786283_464644705248263_7633319158737265789_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=mIQ-q2KltKoAX8aQhUR&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9WGG1F9u3Wlr_ajfngP4eX9kn_aN932vhDPKiGHitWmQ&oe=61CAC672&_nc_sid=83d603,False,8,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzS_EejhJN.jpg,sleeve font rectangle logo triangle drawing art illustration graphics brand,"[['Sleeve', 0.8706891536712646], ['Font', 0.8334938287734985], ['Rectangle', 0.7612179517745972], ['Logo', 0.7121343612670898], ['Triangle', 0.7015851140022278], ['Drawing', 0.6543726921081543], ['Art', 0.6543558239936829], ['Illustration', 0.639103353023529], ['Graphics', 0.6235609650611877], ['Brand', 0.6234850287437439]]",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CXzQs69tyQb,2021-12-23,https://www.instagram.com/p/CXzQs69tyQb/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269745548_978694163052808_1166940030127753345_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=2jaj17ZlNFwAX-F2WXu&tn=5WhPSg5lwT0yaacn&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8R65Y4olz7NAZ_NqFOviA3SNoKCktlFXsrTX3N6sMRLQ&oe=61CA84A9&_nc_sid=83d603,False,15,False,Basilica Di Aquileia,"Istanbul, Turkey",False,41.017058,28.985568,Istanbul,İSTANBUL,TR,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXzQs69tyQb.jpg,cloud sky building tower window tree art landmark plant tints-and-shades,"[['Cloud', 0.960697591304779], ['Sky', 0.9420923590660095], ['Building', 0.9322144389152527], ['Tower', 0.9055657982826233], ['Window', 0.894768238067627], ['Tree', 0.8368635773658752], ['Art', 0.7880655527114868], ['Landmark', 0.7757427096366882], ['Plant', 0.7745240330696106], ['Tints-and-shades', 0.771955132484436]]",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
CXzQf17sCLK,2021-12-23,https://www.instagram.com/p/CXzQf17sCLK/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269775389_1287277591791798_646488211889761001_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=_D-teZQERwEAX99T3W4&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_eXimbdF-MD28Qn6Xh52ieqhto5YjaNlmbfHMwl4VYBw&oe=61CBA808&_nc_sid=83d603,False,31,False,Vista Duomo Restaurant,"Milan, Italy",False,45.466797,9.190498,Milan,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXzQf17sCLK.jpg,food tableware ingredient al-dente recipe noodle dish staple-food pasta cuisine,"[['Food', 0.9686576724052429], ['Tableware', 0.9409350156784058], ['Ingredient', 0.8805240392684937], ['Al-dente', 0.872833251953125], ['Recipe', 0.8681703805923462], ['Noodle', 0.840672492980957], ['Dish', 0.8031208515167236], ['Staple-food', 0.7995879650115967], ['Pasta', 0.7949720621109009], ['Cuisine', 0.7643640041351318]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CXzQNdIMQAI,2021-12-23,https://www.instagram.com/p/CXzQNdIMQAI/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269873251_356967659523122_4719645279946230586_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=102&_nc_ohc=B8gzqOWIJCAAX-gtv-F&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_mv4qQqJERcUFo2Zc2_5ur7nGml6_y5VEJEs4vhPemxA&oe=61CB3992&_nc_sid=83d603,False,28,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzQNdIMQAI.jpg,sky wheel smile daytime cloud tire plant car travel architecture,"[['Sky', 0.9663428068161011], ['Wheel', 0.9606730341911316], ['Smile', 0.9556349515914917], ['Daytime', 0.9451576471328735], ['Cloud', 0.9436134696006775], ['Tire', 0.925219714641571], ['Plant', 0.8746482133865356], ['Car', 0.8717100024223328], ['Travel', 0.8637875318527222], ['Architecture', 0.8595617413520813]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXzQH-eNieY,2021-12-23,https://www.instagram.com/p/CXzQH-eNieY/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/269808523_4927695640622609_620187091226422397_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Ky7tYsXRYssAX8CxzBO&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9tR23Y6dDuLd7xfsDsCCb62x7xrV5L8bqsAwpuN5MZGw&oe=61CAC78A&_nc_sid=83d603,False,837,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzQH-eNieY.jpg,sports-uniform shorts jersey soccer player sleeve gesture ball-game trunks sportswear,"[['Sports-uniform', 0.9741236567497253], ['Shorts', 0.972084641456604], ['Jersey', 0.9171716570854187], ['Soccer', 0.9139463305473328], ['Player', 0.8719738125801086], ['Sleeve', 0.8696878552436829], ['Gesture', 0.852604866027832], ['Ball-game', 0.8500630259513855], ['Trunks', 0.8438071608543396], ['Sportswear', 0.8352586627006531]]",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CXzPbvaqzK3,2021-12-23,https://www.instagram.com/p/CXzPbvaqzK3/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269851742_224511276527826_392221239782554704_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=B1_EM5RtND8AX8Rz3Qt&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT99M679I4AGLhZ4bGXLAigUCu6Imx4nYlTSipqMJAmwhg&oe=61CAB071&_nc_sid=83d603,False,88,False,Pietracamela,Pietracamela,True,42.52354,13.555392,Pietracamela,ABRUZZO,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXzPbvaqzK3.jpg,water water-resources plant fluvial-landforms-of-streams nature natural-landscape branch waterfall body-of-water vegetation,"[['Water', 0.9760681986808777], ['Water-resources', 0.9508548378944397], ['Plant', 0.9447793364524841], ['Fluvial-landforms-of-streams', 0.9174498915672302], ['Nature', 0.9009692072868347], ['Natural-landscape', 0.9007534980773926], ['Branch', 0.8803265690803528], ['Waterfall', 0.8704227209091187], ['Body-of-water', 0.868334174156189], ['Vegetation', 0.8622807860374451]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXzP56psKqH,2021-12-23,https://www.instagram.com/p/CXzP56psKqH/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269732878_364631928759851_4260885929373162042_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=MGTHcUPskL8AX_NF2T8&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9O8DYPrJ52RljfqxveAOXhD9wD6xF7cPV4QbB2o4Jfzw&oe=61CBCA13&_nc_sid=83d603,False,254,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\visititaly\Images\CXzP56psKqH.jpg,christmas-tree building plant window tree city facade christmas-ornament metropolis evergreen,"[['Christmas-tree', 0.9698858857154846], ['Building', 0.9243147969245911], ['Plant', 0.854365885257721], ['Window', 0.8195114135742188], ['Tree', 0.813010036945343], ['City', 0.7977083921432495], ['Facade', 0.7853900194168091], ['Christmas-ornament', 0.777332067489624], ['Metropolis', 0.7695719599723816], ['Evergreen', 0.7642945647239685]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzN0YMMDEg,2021-12-23,https://www.instagram.com/p/CXzN0YMMDEg/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269780473_477201133736560_5154955086650892525_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=hDw0c_JrhrAAX8jOUAv&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT--BEExUNYbjDPABCV6qacu3ZYIO3VSTHB-iZqhmnsmkw&oe=61CC3360&_nc_sid=83d603,False,19,False,"Colosseum, Rome, Italy (Coliseo, Roma, Italia)","Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzN0YMMDEg.jpg,sky wonders-of-the-world city facade plant arch midnight arcade medieval-architecture dome,"[['Sky', 0.9273310303688049], ['Wonders-of-the-world', 0.8137556910514832], ['City', 0.776732861995697], ['Facade', 0.7709895372390747], ['Plant', 0.7323511838912964], ['Arch', 0.7249402403831482], ['Midnight', 0.7235798239707947], ['Arcade', 0.7153406143188477], ['Medieval-architecture', 0.7059221267700195], ['Dome', 0.6928747296333313]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzMxKyM-Oz,2021-12-23,https://www.instagram.com/p/CXzMxKyM-Oz/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269846429_119380100578877_1391616489432646281_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=UlmvP8BqjugAX_AIpRC&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8q_cFZvC02wnOoJnxkVDsfp_PWLX7fbSjHr8O0s4n-Tg&oe=61CB0DE7&_nc_sid=83d603,False,268,False,Polignano a Mare,Polignano a Mare,True,40.996119,17.219586,Polignano a Mare,APULIA,IT,False,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXzMxKyM-Oz.jpg,water building cloud sky window azure bird coastal-and-oceanic-landforms body-of-water wall,"[['Water', 0.9802016019821167], ['Building', 0.9624373912811279], ['Cloud', 0.9571579694747925], ['Sky', 0.9061882495880127], ['Window', 0.8990748524665833], ['Azure', 0.8940454125404358], ['Bird', 0.8908252716064453], ['Coastal-and-oceanic-landforms', 0.8536928296089172], ['Body-of-water', 0.8452287912368774], ['Wall', 0.8237608671188354]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXzM_9jhNbd,2021-12-23,https://www.instagram.com/p/CXzM_9jhNbd/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269983914_1913173658864467_342263556054024740_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=107&_nc_ohc=FkZ0uYUk3cEAX_oFlq2&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8C-r7YeqauYE8owi1Dwndka8gPFLgxtopwFOxMxX5BLg&oe=61CB90BE&_nc_sid=83d603,False,1134,False,"Milan, Italy","Milan, Italy",True,45.466797,9.190498,Milan,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzM_9jhNbd.jpg,wheel tire snow white building automotive-tire motor-vehicle black-and-white atmospheric-phenomenon sky,"[['Wheel', 0.9610265493392944], ['Tire', 0.9425185322761536], ['Snow', 0.9395491480827332], ['White', 0.9218702912330627], ['Building', 0.908582866191864], ['Automotive-tire', 0.8964904546737671], ['Motor-vehicle', 0.856238603591919], ['Black-and-white', 0.8334819078445435], ['Atmospheric-phenomenon', 0.8260228037834167], ['Sky', 0.8243955969810486]]",False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
CXzMLZ-tGJ0,2021-12-23,https://www.instagram.com/p/CXzMLZ-tGJ0/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269841589_596676084955350_854777012001452059_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=106&_nc_ohc=F76vSBdxm2cAX-jjIXd&tn=5WhPSg5lwT0yaacn&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9I3eIxEZVXi8XuxRPnmqb8d5nwMU2GsGW7UJMI4jGLSw&oe=61CBC0B9&_nc_sid=83d603,False,19,False,"Italia, Venezia","Venice, Italy",False,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXzMLZ-tGJ0.jpg,water cloud sky building tower architecture lake city landmark watercraft,"[['Water', 0.9806466102600098], ['Cloud', 0.9702864289283752], ['Sky', 0.9631527662277222], ['Building', 0.9302580952644348], ['Tower', 0.8985479474067688], ['Architecture', 0.858527660369873], ['Lake', 0.8482235074043274], ['City', 0.7832874655723572], ['Landmark', 0.7810765504837036], ['Watercraft', 0.7749143242835999]]",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CXzMDE_se9r,2021-12-23,https://www.instagram.com/p/CXzMDE_se9r/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269812036_132506985882710_6995873188307228579_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=102&_nc_ohc=IaOOaTteQ38AX9C1eo2&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-2NXduE6eCdkQj0o4-PJAGGXAUDtGLZCSiTtYGwH0IOQ&oe=61CBEBB6&_nc_sid=83d603,False,23,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzMDE_se9r.jpg,world light building temple travel leisure city landmark facade symmetry,"[['World', 0.9232134819030762], ['Light', 0.911537766456604], ['Building', 0.8837978839874268], ['Temple', 0.873389720916748], ['Travel', 0.8353858590126038], ['Leisure', 0.7943001389503479], ['City', 0.793696939945221], ['Landmark', 0.7752244472503662], ['Facade', 0.7713178992271423], ['Symmetry', 0.7214972972869873]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzM-UHve7A,2021-12-23,https://www.instagram.com/p/CXzM-UHve7A/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269724330_117676437258295_32136897110830624_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=107&_nc_ohc=a1CBeToT4NQAX8yymUT&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_YY9bZKNPv7fcD1b-OfkCWoqulAk992IJQK2tIM2W08A&oe=61CC2DB7&_nc_sid=83d603,False,238,False,Bravo Italian Kitchen,"Buffalo, New York",False,42.887691,-78.879374,Buffalo,NY,US,False,False,False,C:\Docs\kitts\data\dump\italia\Images\CXzM-UHve7A.jpg,food tableware recipe staple-food ingredient al-dente cuisine plate meat chinese-noodles,"[['Food', 0.9827937483787537], ['Tableware', 0.9065697193145752], ['Recipe', 0.8681833148002625], ['Staple-food', 0.8619478344917297], ['Ingredient', 0.854121744632721], ['Al-dente', 0.8192121982574463], ['Cuisine', 0.8189107775688171], ['Plate', 0.7849099636077881], ['Meat', 0.7397527098655701], ['Chinese-noodles', 0.7363689541816711]]",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CXzLqlpvP5t,2021-12-23,https://www.instagram.com/p/CXzLqlpvP5t/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/269766022_596144491462201_7598376466018881441_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Xf_Bt8-zjtAAX-4tTBi&tn=mw7oXiOLliyFI7bM&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_ULej9k3DhLWm21zgW4T6bLpEAj60-0gQv-LYV5gIlvQ&oe=61CA8DD1&_nc_sid=83d603,False,317,False,"Lake Garda, Italy",Riva del Garda,False,45.884771,10.839694,Riva Del Garda,TRENTINO-ALTO ADIGE/SÜDTIROL,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzLqlpvP5t.jpg,window building blue infrastructure plant urban-design travel wood road-surface public-space,"[['Window', 0.9458556175231934], ['Building', 0.9329109191894531], ['Blue', 0.9185137748718262], ['Infrastructure', 0.9028205275535583], ['Plant', 0.8971440196037292], ['Urban-design', 0.8515677452087402], ['Travel', 0.8302111029624939], ['Wood', 0.82253098487854], ['Road-surface', 0.8196598291397095], ['Public-space', 0.8195664286613464]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
